TimeUS,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,VN,VE,VD,V_horiz_m_s,V_3D_m_s,KE_horiz_J,KE_3D_J
139856239,-0.0859592,-0.1400199,-9.790321,-0.0003132164,-0.0003431441,0.0001565597,-0.1783634,-0.1101317,0.001320256,0.20962464980161563,0.2096288073723541,0.2625564004815887,0.26256681536012433
139876220,-0.0846023,-0.1384786,-9.788818,-5.449283e-05,-0.0001525055,0.0002720262,-0.1777194,-0.1106905,0.001342707,0.20937185084583365,0.20937615620862335,0.2619235172614948,0.2619342893624696
139896798,-0.08939136,-0.1451975,-9.783473,4.230213e-06,-0.0002272526,0.0003443025,-0.1767987,-0.1108626,0.0016074,0.2086822857849942,0.20868847628752768,0.2602010709926887,0.2602165088078798
139916271,-0.08884747,-0.1526323,-9.781561,-6.58897e-05,-0.0006015734,0.0003495226,-0.1761679,-0.1110657,0.00180907,0.20825637734989053,0.20826423466636054,0.2591400442737275,0.2591595988609602
139936201,-0.07301239,-0.1546098,-9.784686,-0.0004694795,-0.0005104306,0.0004508378,-0.175948,-0.111339,0.001878387,0.20821640575372538,0.20822487834723727,0.259040577959375,0.2590616597772625
139956248,-0.07402652,-0.1523543,-9.779547,-0.0006305299,-0.0002933421,0.000355772,-0.1752854,-0.1115141,0.002174952,0.2077507303283673,0.20776211485295462,0.25788318656302067,0.2579114507998295
139976211,-0.08156127,-0.1491952,-9.77646,-0.0004905518,-8.478182e-05,0.0002466907,-0.174874,-0.1120015,0.002509771,0.20766620302362637,0.20768136851610555,0.25767337997254375,0.25771101620161657
139996603,-0.07450691,-0.1461649,-9.765897,-0.0002960551,-2.204741e-05,0.0002125649,-0.1743631,-0.1122469,0.003443111,0.2073688915947134,0.2073974739831185,0.25693609677728946,0.25700693048210543
140016230,-0.0828855,-0.1512634,-9.774919,4.596085e-05,-0.0004838762,0.000122093,-0.1733528,-0.1123843,0.003290533,0.20659483089934752,0.20662103417066252,0.2550215093221217,0.2550862042764807
140036208,-0.09308858,-0.1547354,-9.793802,0.0005624319,-0.0009919315,0.0001235163,-0.1722761,-0.1126195,0.003293281,0.20582081141483238,0.2058471571608531,0.25311418330847346,0.25317898636444963
140056492,-0.1023176,-0.1497421,-9.792711,0.0008166317,-0.001083794,0.0001784322,-0.1713164,-0.1131407,0.003753205,0.20530496074242827,0.2053392642755448,0.2518470082600638,0.25193117538300164
140076198,-0.09677561,-0.1469724,-9.779635,0.0005055831,-0.001015109,7.070256e-05,-0.1708391,-0.1134676,0.003997106,0.2050875284813048,0.20512647609449453,0.2513138436729558,0.2514093053897978
140096592,-0.08752611,-0.1432849,-9.783456,5.863756e-05,-0.000806134,4.73474e-05,-0.1698744,-0.1139659,0.003990359,0.20456181984468658,0.20460073583230068,0.2500270903755658,0.2501222300911353
140116218,-0.08928594,-0.1473906,-9.782687,-0.0002305697,-0.0006140564,-0.0001796592,-0.1690982,-0.1140526,0.004251389,0.2039661658462011,0.20401046815893867,0.24857312593975,0.24868111993261524
140136236,-0.08276108,-0.1472448,-9.781531,-0.0008269262,-2.061251e-05,-0.0001353476,-0.1685115,-0.1145465,0.004309234,0.2037572729855305,0.20380283558421547,0.2480642321096375,0.2481751848581964
140156277,-0.07979737,-0.1371491,-9.788284,-0.001002412,0.0002805158,-5.129494e-05,-0.1680437,-0.1150628,0.004213631,0.20366181049359747,0.20370539447872793,0.24783184499484176,0.2479379292449116
140176211,-0.07989253,-0.1417152,-9.788457,-0.0008374809,0.0001708918,-6.243261e-05,-0.1674989,-0.1155568,0.004430028,0.20349264244058066,0.203540857509078,0.2474203017765138,0.24753756203629645
140196575,-0.08572651,-0.1417133,-9.781231,-0.0003190206,-0.0002428596,-0.0001045994,-0.1665872,-0.1157692,0.004619371,0.2028640009279123,0.20291658744645702,0.24589397216306796,0.24602147022897095
140216463,-0.08207823,-0.1507456,-9.778955,-0.0001411917,-0.0006214862,-0.0001524673,-0.1659104,-0.1159206,0.004710715,0.20239527250536266,0.20245008562194097,0.24475898183680705,0.24489157208077908
140236239,-0.07965294,-0.1562968,-9.783265,0.0002870708,-0.0007689108,-0.0001206817,-0.1653543,-0.1159296,0.00477309,0.20194483574642358,0.2020012353249309,0.2436707571907837,0.24380688195996866
140256272,-0.07568897,-0.1517821,-9.786242,0.0004444483,-0.001238062,-0.000171955,-0.1649273,-0.1163716,0.004949777,0.20184985402979613,0.2019105343071523,0.24344159734180376,0.24358798658859335
140276187,-0.07759465,-0.1492079,-9.771733,0.0007426309,-0.001621093,-0.0001732099,-0.1644164,-0.1167525,0.005660906,0.20165291677833475,0.2017323590848797,0.24296679560012974,0.24315826959415623
140296650,-0.07965517,-0.1504845,-9.769623,0.0008275445,-0.001373021,-0.0002021542,-0.1636841,-0.1167725,0.005904967,0.20106790233416172,0.201154592252653,0.24155910056063346,0.24176744065637826
