TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
26942158,-0.04079304,-0.05435649,-0.4615744,-1.571639,-1.295779,-9.073209
26961736,-0.03577283,-0.04202291,-0.4249628,-1.315707,-0.141498,-10.44748
26981772,-0.02035699,-0.0412486,-0.3867171,-1.205939,-0.6495686,-9.506681
27001710,-0.01976734,-0.02977559,-0.3684751,-1.506426,-0.2848509,-9.370788
27021748,-0.01275628,-0.01474219,-0.3730015,-1.403409,-1.636567,-9.443497
27042112,-0.03128308,-0.01034228,-0.3747807,-1.911729,-0.6903234,-10.29126
27061721,-0.02479224,-0.001888084,-0.3619539,-1.667173,-0.6987744,-10.02547
27081960,-0.002455185,-0.01240718,-0.3468635,-1.704551,-0.6661949,-9.898462
27101739,-0.00629337,-0.007039699,-0.3417595,-1.539492,-0.7228268,-9.605706
27121733,-0.007140646,-0.01212453,-0.3534485,-1.723735,-1.037477,-9.642562
27142116,-0.008516178,-0.01610257,-0.3682084,-1.966891,-1.123954,-9.813822
27161710,-0.00801352,-0.009965199,-0.3782932,-1.863389,-0.9836195,-9.730298
27181760,0.001204232,-0.008940245,-0.3897429,-1.701368,-0.5255106,-9.781609
27201737,-0.003358888,-0.005963196,-0.4117095,-1.486938,-0.2299892,-9.709866
27221791,0.002904153,-0.01342485,-0.4407967,-1.508181,-0.6720326,-9.945657
27242397,-0.01233412,-0.0205969,-0.4814812,-1.435684,-0.5098015,-9.78688
27261716,-0.01869594,-0.0226152,-0.5274637,-1.56787,-0.7031578,-9.526366
27281777,-0.01956484,-0.0272191,-0.5756528,-1.598328,-0.8314168,-9.919462
27301710,-0.02856604,-0.03386604,-0.625143,-1.619393,-0.8743615,-9.85907
27321732,-0.03102092,-0.04226136,-0.6707571,-1.671901,-0.9939139,-9.816223
27342152,-0.04028101,-0.04735873,-0.7132132,-1.594241,-0.6868889,-9.734943
27361727,-0.04466438,-0.05417106,-0.7541454,-1.517567,-0.4573716,-9.826714
27381778,-0.04750772,-0.05954619,-0.7949021,-1.36302,-0.5292087,-9.678856
27401915,-0.05468592,-0.06291481,-0.8422413,-1.334526,-0.2394881,-9.759945
27421757,-0.0546065,-0.06075089,-0.8964726,-1.32251,-0.3364817,-9.751888
27442076,-0.05872529,-0.06842294,-0.9545171,-1.434817,-0.523456,-9.938025
27461752,-0.06544974,-0.07314567,-1.010103,-1.358688,-0.505837,-9.879458
27481820,-0.07152364,-0.07796388,-1.066281,-1.279419,-0.4163145,-9.682915
27501754,-0.06909793,-0.08190683,-1.117594,-1.381659,-0.2851925,-9.928928
