TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
25306233,0.003264921,-0.002540072,0.0001766237,-0.3146392,-0.7140532,-9.847396
25326383,0.003171187,-0.002514797,0.000164141,-0.3210125,-0.7103124,-9.84328
25345882,0.003146122,-0.002397951,0.000226914,-0.32058,-0.70432,-9.838225
25365917,0.002957806,-0.002450707,0.0003934014,-0.3152883,-0.7089621,-9.833006
25385955,0.002625309,-0.002119921,0.0005586366,-0.3114578,-0.7118229,-9.825861
25405895,0.00243126,-0.001513264,0.0005971531,-0.3156412,-0.7152963,-9.819673
25426373,0.002811949,-0.001250419,0.0004732696,-0.3197128,-0.7154489,-9.818098
25445898,0.003131708,-0.001160225,0.0003993579,-0.3248326,-0.7070473,-9.827119
25466205,0.003204257,-0.001083488,0.0004124851,-0.3252481,-0.7088316,-9.815906
25485908,0.003317043,-0.001284684,0.0005193881,-0.3179388,-0.7057082,-9.821462
25505922,0.003455511,-0.001729268,0.0004233076,-0.3125688,-0.7087768,-9.832644
25526309,0.003565024,-0.001879754,0.0004360437,-0.306766,-0.7102744,-9.834483
25545934,0.003735178,-0.001985599,0.0003276926,-0.2998649,-0.7084733,-9.851114
25565975,0.00348549,-0.002127325,0.0003222782,-0.3122487,-0.7039458,-9.848629
25585882,0.003430474,-0.002194033,0.0002174438,-0.3185252,-0.7092988,-9.839907
25605943,0.003334323,-0.002099059,0.0001670134,-0.3134761,-0.7114847,-9.842625
25626498,0.003283695,-0.001828234,0.0001289081,-0.3135998,-0.7059675,-9.842692
25645938,0.003587648,-0.001407482,0.0001104174,-0.3143841,-0.7133808,-9.835329
25665975,0.003664236,-0.001026237,5.819695e-05,-0.3154751,-0.7081929,-9.837983
25685930,0.003755351,-0.001343862,4.628297e-05,-0.3159027,-0.7107025,-9.831776
25705935,0.00411611,-0.002206889,-7.365007e-05,-0.3201362,-0.7104013,-9.830665
25726302,0.004440105,-0.002736931,-0.0002796537,-0.3304578,-0.7075382,-9.837368
25745935,0.004457388,-0.002776834,-0.0002807346,-0.3269562,-0.7083989,-9.834864
25765974,0.00407866,-0.002239169,-0.0001713593,-0.3157642,-0.7123148,-9.832354
25786188,0.004076965,-0.00202282,-0.0003206251,-0.3034942,-0.7106938,-9.846841
25805916,0.003848289,-0.002411347,-0.0003758921,-0.2971093,-0.7078395,-9.839419
25826341,0.003680926,-0.002256723,-0.0003936636,-0.3100302,-0.7068248,-9.836247
25845901,0.003361678,-0.002213955,-0.0001753388,-0.3149381,-0.7040726,-9.832998
25865964,0.003370162,-0.001797677,6.70924e-05,-0.319746,-0.7070195,-9.835582
25885969,0.003471415,-0.001452185,0.0002160181,-0.3185739,-0.712503,-9.835857
25905952,0.003708246,-0.001164102,0.0002033299,-0.3076311,-0.7168561,-9.843471
25926299,0.003629044,-0.001033448,0.0001268148,-0.3129585,-0.7111338,-9.855168
25946174,0.003450321,-0.0007926793,0.0001681553,-0.3220702,-0.7074926,-9.850289
25965984,0.00337664,-0.001188542,9.517773e-05,-0.304913,-0.7130723,-9.853615
25985893,0.003263721,-0.001496478,0.0001108454,-0.3041552,-0.7103609,-9.855664
26005905,0.00329225,-0.001819536,0.0001909198,-0.3112127,-0.7124451,-9.831691
26026342,0.003549931,-0.002112386,0.000181486,-0.3161764,-0.7150159,-9.828429
26045921,0.003569279,-0.002093375,0.0004199979,-0.3133653,-0.7154988,-9.827722
26066041,0.003294458,-0.001813708,0.000512302,-0.3082436,-0.7153332,-9.826409
26085941,0.003248113,-0.001822037,0.0004647679,-0.305171,-0.7171328,-9.826612
26106122,0.003301939,-0.001806386,0.0002461394,-0.3124648,-0.7181776,-9.83535
26126301,0.003319579,-0.00115086,0.0002488577,-0.3240334,-0.7163893,-9.843666
26145903,0.003301657,-0.001135655,0.000177988,-0.3223043,-0.7101306,-9.84372
26165944,0.003302203,-0.001314285,0.0003456248,-0.3024263,-0.7093053,-9.838591
26185921,0.003555937,-0.001912763,0.0002127634,-0.3055848,-0.7100857,-9.833038
26205957,0.003877128,-0.002311359,0.0001985049,-0.3096483,-0.7107608,-9.828178
26226339,0.004394904,-0.002140981,0.0001553898,-0.3121733,-0.7149734,-9.821589
26245898,0.004616729,-0.002442289,2.272003e-05,-0.3208695,-0.7153674,-9.835206
26266199,0.004669793,-0.002799435,-3.751729e-05,-0.3176169,-0.7145611,-9.845265
26285933,0.004525001,-0.002986012,-4.351069e-05,-0.3155985,-0.7139702,-9.841263
26305979,0.004614557,-0.003138294,-7.611029e-05,-0.3121452,-0.7164574,-9.832984
26326352,0.004363124,-0.003170996,-0.0001473263,-0.3147251,-0.7222373,-9.829703
26345949,0.004351341,-0.003201999,-3.615842e-05,-0.3142727,-0.7266442,-9.83633
26365924,0.004187915,-0.003371608,0.0003471053,-0.3133222,-0.7219519,-9.85067
26385941,0.003813948,-0.00355471,0.0004189051,-0.3268075,-0.7139893,-9.853859
26405984,0.003738819,-0.003434886,0.0002955519,-0.3085427,-0.7173564,-9.849275
26426528,0.003358376,-0.002797007,0.0002448733,-0.3074444,-0.7159555,-9.856269
26445927,0.003114523,-0.002528379,0.0002001411,-0.3137709,-0.7108361,-9.858963
26465933,0.00281117,-0.002213012,4.756409e-05,-0.3184015,-0.7092922,-9.847409
26485893,0.002559197,-0.001760536,8.790711e-05,-0.3217961,-0.7123724,-9.83624
26505916,0.002776724,-0.001172694,0.000344039,-0.3141249,-0.7192054,-9.844152
26526296,0.002832995,-0.00056861,0.0005641833,-0.3137878,-0.7182859,-9.84444
26545906,0.003011555,-0.0003816802,0.0007240165,-0.3112306,-0.7195603,-9.84731
26566017,0.003131126,-0.000498365,0.0008118992,-0.3148374,-0.7211861,-9.844951
26586146,0.003437933,-0.0004699087,0.0007189914,-0.3160322,-0.7173327,-9.842967
26605914,0.003841483,-0.0007335036,0.000604995,-0.3161032,-0.7165751,-9.845493
26626328,0.004124825,-0.0009852051,0.0003897144,-0.3056312,-0.7190741,-9.843666
26645919,0.004249091,-0.001162945,0.0004320176,-0.308122,-0.7224891,-9.846068
26665926,0.004193813,-0.001328215,0.0005603547,-0.3166561,-0.7176474,-9.838585
26685977,0.004030528,-0.001419995,0.0006950136,-0.3260727,-0.716081,-9.831634
26705930,0.003875122,-0.001694818,0.0007428013,-0.3178473,-0.7114715,-9.829491
26726353,0.003680983,-0.001854828,0.0007916574,-0.3080699,-0.7101044,-9.839474
26746155,0.003477493,-0.002551539,0.0006003277,-0.30306,-0.7136496,-9.839088
26765949,0.003252832,-0.002571993,0.0002110678,-0.3034215,-0.7185692,-9.849113
26785886,0.002863543,-0.001946774,0.0001792862,-0.306219,-0.7140598,-9.858243
26805951,0.002970403,-0.001549449,0.0002487949,-0.3122371,-0.7102259,-9.848549
26826336,0.003404326,-0.001643819,0.0002546267,-0.3147098,-0.7164237,-9.849239
26845923,0.003932049,-0.001946589,0.0003175969,-0.3140942,-0.7208515,-9.851615
26865980,0.004406128,-0.001759731,0.0002629957,-0.3132081,-0.7177662,-9.847795
26885893,0.004726812,-0.001719354,9.007222e-05,-0.3109743,-0.7223428,-9.838427
26906196,0.004638887,-0.002187798,8.034437e-05,-0.3180006,-0.7204694,-9.834729
26926319,0.004584533,-0.002623633,9.420067e-05,-0.3153091,-0.7221089,-9.842544
26945938,0.004646704,-0.00310805,9.380893e-05,-0.3077395,-0.7190097,-9.834081
26965912,0.004674781,-0.003902792,0.0001213673,-0.3146016,-0.7185923,-9.832016
26985896,0.004523891,-0.003684389,0.0004007937,-0.3196599,-0.7169942,-9.83179
27005937,0.00407178,-0.002909769,0.0004630958,-0.3187609,-0.7145693,-9.837986
27026318,0.003713512,-0.002673847,0.0005502015,-0.3224541,-0.7163418,-9.847065
27045864,0.003875714,-0.002702066,0.0004375023,-0.3177668,-0.7212194,-9.845987
27066198,0.00416196,-0.002819439,0.000246688,-0.3128061,-0.721047,-9.843456
27085976,0.004432453,-0.002888595,0.0001196852,-0.3086805,-0.7261216,-9.845532
27105899,0.004557446,-0.003057321,0.0003518401,-0.3130765,-0.7186382,-9.857603
27126346,0.004713499,-0.003229391,0.0005366965,-0.3178453,-0.7175949,-9.857305
27145947,0.004628323,-0.002951132,0.0005421884,-0.3174579,-0.716173,-9.843508
27165974,0.004239606,-0.002323551,0.0004717232,-0.3002995,-0.719993,-9.832282
27185954,0.004143095,-0.001817456,0.0005375036,-0.2979525,-0.7213141,-9.844679
27205913,0.004048028,-0.001692242,0.0006614639,-0.2987069,-0.7204267,-9.854092
27226463,0.004045151,-0.002042841,0.0006530109,-0.3013461,-0.7210846,-9.851017
27245940,0.004296707,-0.002124237,0.0004578003,-0.3066128,-0.7254045,-9.84417
27265981,0.004386086,-0.001715498,0.000460715,-0.3025781,-0.7258794,-9.844991
27285878,0.004638964,-0.001386397,0.0002786119,-0.3119949,-0.7309387,-9.847808
27305902,0.00481089,-0.0009376349,0.000110122,-0.323373,-0.7200071,-9.859743
27326352,0.004839307,-0.0008502019,3.466865e-05,-0.3258829,-0.7175481,-9.860762
27345878,0.004833436,-0.001141836,3.125328e-05,-0.3129679,-0.7170984,-9.854821
27365977,0.004610077,-0.00136849,-5.142472e-05,-0.3089224,-0.7165223,-9.846242
27386230,0.004310124,-0.001693237,4.432171e-05,-0.3152494,-0.7199998,-9.839196
27405945,0.004110098,-0.002012526,-4.658495e-06,-0.3264472,-0.7180539,-9.851293
27426299,0.003814032,-0.001579872,1.861356e-05,-0.325888,-0.7190971,-9.849798
27445946,0.003570624,-0.001077715,0.0001233544,-0.3099246,-0.7171565,-9.851659
27465973,0.003735491,-0.0006262379,0.0001135845,-0.3095369,-0.7180529,-9.857285
27485902,0.003895433,-0.0006833441,5.018146e-05,-0.311823,-0.7253092,-9.856626
27505886,0.00416826,-0.0006668147,4.002855e-05,-0.3117108,-0.7222338,-9.84982
27526329,0.004179503,-0.0006396142,-4.635114e-06,-0.308823,-0.7174001,-9.850296
27546185,0.004110598,-0.0005410056,6.938635e-05,-0.3087533,-0.7161275,-9.850476
27565942,0.00407883,-0.0006788499,0.0002003455,-0.3112789,-0.7174855,-9.847173
27585896,0.004155895,-0.001365204,2.87723e-06,-0.3137883,-0.7205516,-9.849768
27605976,0.004380686,-0.002210658,5.487193e-05,-0.3173023,-0.725243,-9.860867
27626314,0.004361774,-0.002797628,0.0001458762,-0.3101664,-0.7202671,-9.864897
27645945,0.004165954,-0.002653956,0.0003654082,-0.3153157,-0.7199132,-9.85525
27665944,0.004039656,-0.002557168,0.0005939039,-0.3110341,-0.7251714,-9.848537
27685930,0.003994754,-0.002648112,0.0008223331,-0.307196,-0.725988,-9.841511
27706172,0.004081978,-0.003007949,0.001024153,-0.3117755,-0.7262599,-9.834066
27726320,0.004313401,-0.003296613,0.001028785,-0.3075459,-0.7258521,-9.836983
27745886,0.004595273,-0.003155863,0.0008807358,-0.3073671,-0.7253236,-9.841433
27765926,0.004819409,-0.002977751,0.000828759,-0.3180851,-0.7256544,-9.841206
27785933,0.004762618,-0.00202521,0.000600638,-0.320036,-0.7289168,-9.844653
27805965,0.004615199,-0.001786787,0.0004912782,-0.3181351,-0.7283924,-9.844761
27826324,0.004445634,-0.001675965,0.0003443186,-0.3204998,-0.7282657,-9.843072
27845913,0.004235735,-0.001589465,0.0002315145,-0.3179464,-0.7265293,-9.83965
27866139,0.004027174,-0.001903529,0.00026525,-0.3121505,-0.7186751,-9.851466
27885866,0.004348076,-0.002404064,0.0002369512,-0.3100618,-0.7244679,-9.848028
27905972,0.004372619,-0.001962242,0.0001211686,-0.3145959,-0.7259043,-9.85067
27926335,0.0045531,-0.001845527,-6.344135e-05,-0.3207119,-0.7254422,-9.849299
27945882,0.004392399,-0.001353841,-2.817748e-05,-0.3251495,-0.7204919,-9.854538
27965939,0.004082336,-0.001206075,0.0001141679,-0.324102,-0.7202643,-9.848625
27985885,0.004191375,-0.001494791,0.0002575163,-0.322394,-0.7286448,-9.843869
28005919,0.00455121,-0.002328262,0.0002030923,-0.3199222,-0.7280743,-9.843751
28026514,0.004435741,-0.002701837,0.0002478696,-0.3071709,-0.7249547,-9.850396
28045909,0.004402163,-0.002686158,0.0002334924,-0.3049085,-0.7225998,-9.832757
28065917,0.004533018,-0.002984372,9.278358e-05,-0.3085004,-0.7229172,-9.835731
28085956,0.00457215,-0.002808489,3.874633e-06,-0.3079148,-0.7241371,-9.846074
28105979,0.004341118,-0.00239499,-2.435654e-05,-0.3148631,-0.7236945,-9.847901
28126364,0.00421687,-0.001593198,-4.767323e-05,-0.3114538,-0.7263578,-9.851258
28145870,0.003751675,-0.0009449084,-8.959487e-05,-0.3051408,-0.7226699,-9.855297
