TimeUS,Roll,Pitch,Yaw,VN,VE,VD
15077862,2.18,-0.14,0.02,0.01098533,0.01558842,-0.1460765
15097896,2.18,-0.14,0.02,0.01118125,0.01580672,-0.1459627
15117854,2.18,-0.14,0.02,0.01152067,0.0159225,-0.14609
15137814,2.17,-0.14,0.02,0.01188646,0.01611994,-0.1458201
15157899,2.17,-0.14,0.02,0.01194901,0.01612972,-0.1455843
15177847,2.18,-0.15,0.02,0.01226229,0.01608321,-0.1455565
15197837,2.18,-0.15,0.02,0.01251196,0.01631602,-0.1460759
15217853,2.18,-0.15,0.02,0.01266601,0.01638198,-0.1463121
15237895,2.19,-0.15,0.02,0.01256237,0.01654766,-0.1459855
15257902,2.18,-0.15,0.02,0.01282417,0.01670075,-0.1462349
15277853,2.18,-0.15,0.02,0.01293381,0.01667165,-0.1457416
15297836,2.19,-0.15,0.02,0.0131677,0.01684872,-0.1457089
15317883,2.19,-0.15,0.03,0.01327497,0.0171022,-0.1452019
15337814,2.19,-0.15,0.03,0.01340507,0.01722696,-0.1448812
15357829,2.19,-0.15,0.03,0.01367934,0.01735381,-0.1445555
15377855,2.19,-0.15,0.03,0.01406431,0.01747046,-0.1442161
15397841,2.19,-0.15,0.03,0.01414659,0.01729538,-0.1440703
15417912,2.19,-0.15,0.03,0.01423564,0.01720621,-0.1441707
15437820,2.19,-0.15,0.03,0.01396351,0.01744338,-0.144387
15457835,2.19,-0.15,0.03,0.01422054,0.01750097,-0.1447849
15477847,2.19,-0.15,0.03,0.01398476,0.01770493,-0.1453885
15497843,2.19,-0.15,0.03,0.01391355,0.01774227,-0.1454263
15517913,2.19,-0.15,0.03,0.01398541,0.01789255,-0.1455125
15537814,2.19,-0.14,0.03,0.01396799,0.01802851,-0.145638
15557831,2.19,-0.14,0.03,0.01367635,0.01821641,-0.1455028
15577847,2.19,-0.14,0.03,0.01393972,0.0184985,-0.1454351
15597899,2.19,-0.14,0.03,0.01411468,0.01837279,-0.1459702
15617882,2.19,-0.14,0.03,0.01397044,0.01825466,-0.146178
15637817,2.19,-0.14,0.03,0.01406303,0.01844275,-0.1463038
15657831,2.19,-0.14,0.03,0.01398515,0.01828478,-0.1465935
15677898,2.19,-0.14,0.03,0.01401031,0.01814271,-0.1468988
15697830,2.19,-0.14,0.03,0.01414806,0.01814174,-0.1479248
15717833,2.19,-0.14,0.03,0.01411434,0.01810992,-0.1481078
15737887,2.19,-0.14,0.03,0.01387843,0.0182323,-0.1479346
15757830,2.19,-0.14,0.03,0.01368848,0.0180805,-0.1479023
15777847,2.19,-0.14,0.03,0.01368188,0.01797057,-0.1481995
15797817,2.19,-0.14,0.03,0.01398272,0.01777772,-0.1486499
15817903,2.19,-0.14,0.03,0.01416435,0.01777427,-0.1489872
15837832,2.19,-0.14,0.03,0.01423503,0.01788307,-0.1494507
15857817,2.2,-0.14,0.03,0.01463838,0.01787732,-0.1497103
15877856,2.2,-0.14,0.03,0.01474989,0.01809407,-0.1501687
15897835,2.2,-0.14,0.03,0.01481627,0.01815889,-0.1504728
15917910,2.2,-0.14,0.03,0.01500219,0.01818503,-0.1510065
15937832,2.2,-0.14,0.03,0.01498241,0.01846674,-0.1510839
15957834,2.2,-0.15,0.03,0.01531438,0.0185191,-0.1511375
15977834,2.2,-0.15,0.03,0.01581059,0.01866786,-0.1513902
15997888,2.2,-0.14,0.03,0.01612931,0.01871177,-0.1515728
16017921,2.2,-0.15,0.03,0.01631425,0.01897781,-0.1517839
16037827,2.21,-0.15,0.03,0.01623865,0.01893721,-0.1517974
16057841,2.21,-0.15,0.03,0.01635659,0.01929357,-0.152159
16077853,2.21,-0.15,0.03,0.01636461,0.01940144,-0.1524614
16097832,2.21,-0.14,0.03,0.01631543,0.01962276,-0.1527872
16117849,2.21,-0.15,0.03,0.01638526,0.0197549,-0.152804
16137831,2.21,-0.14,0.03,0.0163604,0.01978329,-0.1526749
16157830,2.21,-0.14,0.03,0.01646734,0.01963225,-0.1523091
16177872,2.21,-0.14,0.03,0.01671544,0.01942058,-0.1526753
16197829,2.21,-0.14,0.03,0.0171057,0.01951894,-0.1528288
16217833,2.21,-0.14,0.03,0.01761297,0.01955583,-0.1531342
16237889,2.21,-0.14,0.03,0.01754432,0.01948758,-0.153102
16257902,2.21,-0.14,0.03,0.01784318,0.01939748,-0.1528818
16277850,2.21,-0.14,0.03,0.01800174,0.01963141,-0.1528499
16297821,2.21,-0.14,0.03,0.01818487,0.01977866,-0.1529259
16317858,2.21,-0.13,0.03,0.01828431,0.01974446,-0.1528987
16337896,2.22,-0.13,0.03,0.01832957,0.0200859,-0.1526847
16357830,2.22,-0.13,0.02,0.01820833,0.02031612,-0.1527854
16377850,2.22,-0.14,0.03,0.01837733,0.02018868,-0.152689
16397814,2.22,-0.14,0.02,0.01867083,0.02010851,-0.1526713
16417916,2.22,-0.14,0.02,0.01871684,0.0201701,-0.1530726
16437832,2.22,-0.14,0.03,0.01878648,0.02027438,-0.1526551
16457829,2.22,-0.14,0.03,0.01862556,0.02022114,-0.1521253
16477874,2.22,-0.13,0.02,0.01860978,0.02022471,-0.1519128
16497887,2.22,-0.13,0.03,0.01842419,0.02044975,-0.1520952
16517912,2.22,-0.13,0.02,0.01846922,0.02054108,-0.1517874
16537829,2.22,-0.13,0.03,0.01900857,0.02060194,-0.1518961
16557832,2.22,-0.13,0.03,0.01894292,0.02059428,-0.1520427
16577885,2.22,-0.13,0.03,0.0189916,0.02055611,-0.1523006
16597814,2.22,-0.13,0.03,0.01914877,0.02060349,-0.1521762
16617854,2.23,-0.13,0.03,0.01920582,0.02051303,-0.152305
16637864,2.23,-0.13,0.03,0.01949927,0.0205732,-0.1520288
16657916,2.23,-0.13,0.03,0.01943927,0.02073456,-0.1522307
16677853,2.22,-0.13,0.03,0.01966543,0.02083232,-0.152621
16697825,2.23,-0.13,0.03,0.01968849,0.02096775,-0.1526985
16717857,2.23,-0.13,0.03,0.01966188,0.02119533,-0.153164
16737896,2.23,-0.13,0.03,0.01980953,0.02116335,-0.1536107
16757830,2.23,-0.13,0.03,0.01974261,0.02131432,-0.154101
16777849,2.24,-0.13,0.03,0.01977128,0.02139811,-0.1542994
16797817,2.23,-0.13,0.03,0.01998421,0.021698,-0.154383
16817881,2.23,-0.13,0.03,0.01991819,0.02175435,-0.1549091
16837829,2.23,-0.13,0.03,0.01997836,0.02165698,-0.1546243
16857847,2.23,-0.13,0.03,0.0197535,0.02181861,-0.154623
16877886,2.24,-0.13,0.03,0.01990053,0.0219274,-0.154484
16897819,2.24,-0.13,0.03,0.01998222,0.02194762,-0.1546172
16917858,2.24,-0.13,0.03,0.0204078,0.02196617,-0.154863
16937829,2.24,-0.13,0.03,0.02028401,0.02194075,-0.1544304
16957885,2.24,-0.12,0.03,0.01994037,0.0220838,-0.1542512
16977909,2.24,-0.12,0.03,0.02006236,0.0222231,-0.154359
16997814,2.24,-0.13,0.03,0.02056806,0.02237873,-0.1544107
17017856,2.24,-0.13,0.03,0.02034721,0.02255473,-0.1548784
17037844,2.24,-0.13,0.03,0.02022967,0.02251486,-0.1553203
17057902,2.25,-0.13,0.03,0.02030496,0.02276259,-0.1553101
17077850,2.25,-0.14,0.03,0.02053668,0.02306673,-0.1557688
17097815,2.25,-0.13,0.03,0.02047023,0.0231093,-0.1557538
17117877,2.25,-0.13,0.03,0.02020759,0.02351205,-0.1564501
17137902,2.25,-0.13,0.02,0.02025237,0.02366391,-0.1560387
17157829,2.25,-0.13,0.02,0.02031004,0.02360758,-0.1558743
17177855,2.25,-0.13,0.03,0.02026422,0.02363745,-0.1558882
17197843,2.25,-0.12,0.02,0.02034026,0.02381199,-0.1562122
17217929,2.25,-0.12,0.02,0.02030512,0.02385447,-0.1565752
17237830,2.25,-0.12,0.02,0.02002881,0.02406959,-0.1564467
17257830,2.25,-0.12,0.02,0.01999,0.02421436,-0.1566143
17277851,2.25,-0.12,0.02,0.01999091,0.02442335,-0.1567406
17297828,2.25,-0.12,0.02,0.02028272,0.02446051,-0.157448
17317925,2.26,-0.12,0.02,0.02047067,0.02453783,-0.1578728
17337836,2.26,-0.12,0.02,0.02065242,0.02458062,-0.1587341
17357836,2.26,-0.12,0.02,0.02086251,0.02471543,-0.1592206
17377876,2.26,-0.12,0.02,0.02060352,0.02503915,-0.1592676
17397897,2.26,-0.12,0.02,0.02041533,0.02516064,-0.1598214
17417849,2.26,-0.12,0.02,0.02035234,0.02519243,-0.1604543
17437831,2.26,-0.12,0.03,0.01992241,0.0252711,-0.1604707
17457896,2.26,-0.12,0.02,0.01952162,0.02541058,-0.1605393
17477832,2.26,-0.12,0.03,0.01915864,0.02558593,-0.1604497
17497838,2.26,-0.12,0.02,0.01912609,0.02576029,-0.1609558
17517852,2.27,-0.12,0.02,0.01914831,0.02596297,-0.1607308
17537829,2.26,-0.12,0.02,0.0191432,0.02605968,-0.1606557
17557842,2.26,-0.12,0.02,0.01911972,0.02629112,-0.1606398
17577903,2.26,-0.12,0.02,0.01911612,0.02654565,-0.1609228
17597858,2.26,-0.12,0.02,0.01907741,0.02680218,-0.1613705
17617835,2.26,-0.12,0.02,0.01886534,0.02702773,-0.1614058
17637843,2.26,-0.11,0.03,0.0188169,0.02721879,-0.160997
17657878,2.26,-0.11,0.03,0.0188615,0.02747575,-0.1607744
17677834,2.26,-0.11,0.03,0.01901246,0.02758497,-0.1605782
17697836,2.26,-0.11,0.02,0.0188827,0.02794882,-0.1605721
17717853,2.26,-0.11,0.02,0.01892974,0.02831862,-0.1601554
17737894,2.27,-0.11,0.02,0.01876166,0.02848906,-0.1593542
17757814,2.27,-0.11,0.02,0.01848157,0.02872973,-0.1585128
17777848,2.26,-0.11,0.02,0.01824184,0.02896677,-0.1579818
17797838,2.26,-0.11,0.02,0.01816005,0.02915631,-0.1575251
17817870,2.26,-0.11,0.02,0.01827168,0.02942286,-0.1571498
17837854,2.26,-0.1,0.02,0.01793618,0.02950799,-0.1567037
17857816,2.27,-0.1,0.02,0.01796063,0.02956825,-0.1567062
17877856,2.26,-0.1,0.02,0.01769109,0.02991733,-0.1568408
17897830,2.26,-0.09,0.02,0.01779492,0.02998783,-0.1561016
17917902,2.26,-0.1,0.02,0.01744595,0.03022454,-0.1561218
17937830,2.26,-0.1,0.02,0.0174047,0.03037888,-0.1560417
17957814,2.27,-0.1,0.02,0.01741172,0.03033899,-0.1560394
17977894,2.26,-0.09,0.03,0.01717284,0.03090519,-0.1557042
17997892,2.26,-0.09,0.03,0.01732665,0.0310172,-0.1556484
18017863,2.26,-0.09,0.03,0.01716204,0.03138361,-0.1559923
18037833,2.26,-0.09,0.03,0.0169351,0.03151037,-0.1551713
18057816,2.26,-0.09,0.03,0.01629677,0.03202071,-0.1550413
18077916,2.26,-0.09,0.03,0.0161065,0.0321817,-0.1546396
18097829,2.26,-0.1,0.03,0.01582246,0.03251558,-0.1541813
18117857,2.26,-0.09,0.02,0.01550259,0.03298327,-0.1537785
18137830,2.26,-0.09,0.02,0.01559278,0.03324667,-0.1534342
18157875,2.26,-0.09,0.02,0.01560903,0.03348202,-0.1531059
18177907,2.26,-0.09,0.03,0.01554728,0.03373557,-0.152967
18197829,2.26,-0.09,0.02,0.01501525,0.03393677,-0.1529647
18217856,2.26,-0.09,0.02,0.01481824,0.03435328,-0.1526494
18237900,2.26,-0.09,0.02,0.01470666,0.03447273,-0.1524237
18257815,2.26,-0.09,0.02,0.01463942,0.03478038,-0.1521583
18277848,2.26,-0.09,0.02,0.01435,0.03490839,-0.1518428
18297829,2.26,-0.09,0.02,0.01384849,0.03530863,-0.1519438
18317897,2.27,-0.08,0.02,0.01331075,0.03564828,-0.1520059
18337846,2.27,-0.08,0.02,0.0131728,0.03577266,-0.1522477
18357814,2.27,-0.08,0.02,0.01284037,0.03572858,-0.1520309
18377851,2.27,-0.08,0.02,0.01258369,0.03574656,-0.1516953
18397900,2.27,-0.08,0.02,0.01246942,0.03599831,-0.1518492
18417853,2.27,-0.08,0.02,0.01195085,0.03619739,-0.1520878
18437833,2.27,-0.08,0.02,0.01161356,0.03631606,-0.1517799
18457826,2.27,-0.08,0.02,0.01134051,0.0367284,-0.151658
18477906,2.27,-0.08,0.02,0.01099777,0.03697365,-0.1516568
18497832,2.27,-0.08,0.02,0.01036473,0.03737472,-0.1517329
18517849,2.27,-0.08,0.02,0.009697124,0.03778512,-0.1518668
18537829,2.27,-0.08,0.02,0.009757668,0.03791044,-0.1517835
18557886,2.27,-0.07,0.02,0.009477182,0.03812427,-0.1517261
18577909,2.27,-0.07,0.01,0.009119129,0.03844112,-0.1513459
18597829,2.28,-0.07,0.01,0.009112011,0.03851497,-0.1520536
18617850,2.28,-0.07,0.01,0.008886469,0.03889422,-0.1522325
18637883,2.27,-0.07,0.01,0.008548507,0.03904196,-0.1523921
18657814,2.27,-0.06,0.01,0.008281169,0.0391681,-0.1523705
18677857,2.27,-0.06,0.01,0.008046084,0.03931282,-0.1519494
18697830,2.27,-0.06,0.01,0.007474047,0.03950757,-0.1524344
18717916,2.27,-0.06,0.01,0.007317352,0.03972957,-0.1526101
18737838,2.27,-0.06,0.01,0.00715297,0.03993681,-0.1523376
18757816,2.27,-0.06,0.01,0.006990935,0.04020968,-0.1522245
18777852,2.27,-0.06,0.01,0.006956755,0.04040051,-0.1521185
18797922,2.27,-0.06,0.01,0.006794015,0.04060142,-0.1523186
18817915,2.27,-0.06,0.02,0.006548109,0.04092533,-0.1524791
18837830,2.27,-0.06,0.01,0.006369763,0.04116451,-0.1525584
18857816,2.27,-0.06,0.01,0.005931252,0.04130456,-0.1521954
18877862,2.27,-0.06,0.01,0.005431059,0.04160409,-0.1520711
18897854,2.27,-0.06,0.01,0.005003389,0.04172623,-0.1517882
18917915,2.27,-0.06,0.01,0.004822538,0.0421201,-0.1517955
18937829,2.27,-0.06,0.01,0.004126526,0.04258829,-0.1519927
18957816,2.27,-0.05,0.01,0.004100113,0.04291507,-0.1520554
18977921,2.27,-0.05,0.01,0.003838646,0.04312603,-0.1521412
18997829,2.27,-0.05,0.01,0.00357494,0.04340255,-0.1521681
19017853,2.27,-0.05,0.01,0.003273834,0.04371025,-0.1521806
19037829,2.27,-0.05,0.01,0.00288696,0.04380633,-0.1517608
19057827,2.27,-0.05,0.01,0.002816748,0.04387975,-0.1512176
19077915,2.27,-0.05,0.01,0.002803754,0.04433751,-0.1510974
19097829,2.27,-0.05,0.01,0.002387074,0.04467545,-0.1510684
19117859,2.27,-0.06,0.01,0.002208932,0.04497997,-0.1509098
19137829,2.27,-0.06,0.01,0.001836312,0.04511151,-0.1501232
19157836,2.27,-0.05,0.01,0.001373016,0.04533497,-0.1498239
19177922,2.27,-0.05,0.01,0.0009786234,0.04565681,-0.1492227
19197832,2.28,-0.05,0.01,0.0006670792,0.04594883,-0.1491764
19217853,2.28,-0.05,0.01,0.00037947,0.04645982,-0.1486687
19237830,2.28,-0.05,0.01,3.663523e-05,0.04673746,-0.1482895
19257877,2.27,-0.05,0.01,-0.0002676621,0.04727403,-0.1481806
19277848,2.28,-0.05,0.01,-0.000717726,0.04768269,-0.1482792
19297830,2.28,-0.05,0.01,-0.0008344859,0.04793731,-0.1480255
19317851,2.28,-0.05,0.01,-0.001343548,0.04839145,-0.1481897
19337828,2.28,-0.05,0.01,-0.001549826,0.04861243,-0.1480244
19357873,2.28,-0.04,0.01,-0.00201139,0.04893298,-0.1481511
19377926,2.28,-0.04,0.01,-0.002474001,0.04928262,-0.1482083
19397829,2.28,-0.04,0.01,-0.002466456,0.04967628,-0.1481804
19417832,2.28,-0.04,0.01,-0.002825451,0.05013141,-0.1481581
19437895,2.28,-0.04,0.01,-0.003045606,0.05053368,-0.1480586
19457856,2.27,-0.04,0.01,-0.003346073,0.0509753,-0.1478434
19477832,2.28,-0.04,0.01,-0.003708338,0.05132242,-0.147391
19497861,2.28,-0.04,0.01,-0.004237693,0.05175672,-0.1472998
19517923,2.28,-0.04,0.01,-0.004643191,0.05229504,-0.1474166
19537814,2.28,-0.04,0.01,-0.004935188,0.0524185,-0.1470551
19557838,2.28,-0.04,0.01,-0.00533638,0.05256893,-0.1465922
19577848,2.28,-0.04,0.01,-0.005666007,0.05279303,-0.1469325
19597835,2.28,-0.03,0.02,-0.006397616,0.05302129,-0.1467817
19617915,2.28,-0.03,0.01,-0.007009844,0.05338762,-0.1467074
